image_file,leaf_class,category,l1_gate,object_id,object_family_id,mass_g,f_min_measured_N,f_max_measured_N,note
轻脆\FRA051\s2.png,轻脆,易碎,易碎,FRA051,egg,,0.5,,"f_min:同型转移(蛋类)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA051\s3.png,轻脆,易碎,易碎,FRA051,egg,,0.5,,"f_min:同型转移(蛋类)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA051\s4.png,轻脆,易碎,易碎,FRA051,egg,,0.5,,"f_min:同型转移(蛋类)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA051\s5.png,轻脆,易碎,易碎,FRA051,egg,,0.5,,"f_min:同型转移(蛋类)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA051\s6.png,轻脆,易碎,易碎,FRA051,egg,,0.5,,"f_min:同型转移(蛋类)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA051\s7.png,轻脆,易碎,易碎,FRA051,egg,,0.5,,"f_min:同型转移(蛋类)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA051\s8.png,轻脆,易碎,易碎,FRA051,egg,,0.5,,"f_min:同型转移(蛋类)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA051\s9.png,轻脆,易碎,易碎,FRA051,egg,,0.5,,"f_min:同型转移(蛋类)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA055\s0.png,轻脆,易碎,易碎,FRA055,natural_brittle,,,,f_min:无实测 | f_max:无实测
轻脆\FRA055\s1.png,轻脆,易碎,易碎,FRA055,natural_brittle,,,,f_min:无实测 | f_max:无实测
轻脆\FRA055\s10.png,轻脆,易碎,易碎,FRA055,natural_brittle,,,,f_min:无实测 | f_max:无实测
轻脆\FRA055\s11.png,轻脆,易碎,易碎,FRA055,natural_brittle,,,,f_min:无实测 | f_max:无实测
轻脆\FRA055\s12.png,轻脆,易碎,易碎,FRA055,natural_brittle,,,,f_min:无实测 | f_max:无实测
轻脆\FRA055\s13.png,轻脆,易碎,易碎,FRA055,natural_brittle,,,,f_min:无实测 | f_max:无实测
轻脆\FRA055\s14.png,轻脆,易碎,易碎,FRA055,natural_brittle,,,,f_min:无实测 | f_max:无实测
轻脆\FRA055\s2.png,轻脆,易碎,易碎,FRA055,natural_brittle,,,,f_min:无实测 | f_max:无实测
轻脆\FRA055\s3.png,轻脆,易碎,易碎,FRA055,natural_brittle,,,,f_min:无实测 | f_max:无实测
轻脆\FRA055\s4.png,轻脆,易碎,易碎,FRA055,natural_brittle,,,,f_min:无实测 | f_max:无实测
轻脆\FRA055\s5.png,轻脆,易碎,易碎,FRA055,natural_brittle,,,,f_min:无实测 | f_max:无实测
轻脆\FRA055\s6.png,轻脆,易碎,易碎,FRA055,natural_brittle,,,,f_min:无实测 | f_max:无实测
轻脆\FRA055\s7.png,轻脆,易碎,易碎,FRA055,natural_brittle,,,,f_min:无实测 | f_max:无实测
轻脆\FRA055\s8.png,轻脆,易碎,易碎,FRA055,natural_brittle,,,,f_min:无实测 | f_max:无实测
轻脆\FRA055\s9.png,轻脆,易碎,易碎,FRA055,natural_brittle,,,,f_min:无实测 | f_max:无实测
轻脆\FRA056\s0.png,轻脆,易碎,易碎,FRA056,egg,,0.5,,"f_min:同型转移(蛋壳,同型)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA056\s1.png,轻脆,易碎,易碎,FRA056,egg,,0.5,,"f_min:同型转移(蛋壳,同型)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA056\s10.png,轻脆,易碎,易碎,FRA056,egg,,0.5,,"f_min:同型转移(蛋壳,同型)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA056\s11.png,轻脆,易碎,易碎,FRA056,egg,,0.5,,"f_min:同型转移(蛋壳,同型)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA056\s12.png,轻脆,易碎,易碎,FRA056,egg,,0.5,,"f_min:同型转移(蛋壳,同型)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA056\s13.png,轻脆,易碎,易碎,FRA056,egg,,0.5,,"f_min:同型转移(蛋壳,同型)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA056\s14.png,轻脆,易碎,易碎,FRA056,egg,,0.5,,"f_min:同型转移(蛋壳,同型)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA056\s2.png,轻脆,易碎,易碎,FRA056,egg,,0.5,,"f_min:同型转移(蛋壳,同型)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA056\s3.png,轻脆,易碎,易碎,FRA056,egg,,0.5,,"f_min:同型转移(蛋壳,同型)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA056\s4.png,轻脆,易碎,易碎,FRA056,egg,,0.5,,"f_min:同型转移(蛋壳,同型)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA056\s5.png,轻脆,易碎,易碎,FRA056,egg,,0.5,,"f_min:同型转移(蛋壳,同型)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA056\s6.png,轻脆,易碎,易碎,FRA056,egg,,0.5,,"f_min:同型转移(蛋壳,同型)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA056\s7.png,轻脆,易碎,易碎,FRA056,egg,,0.5,,"f_min:同型转移(蛋壳,同型)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA056\s8.png,轻脆,易碎,易碎,FRA056,egg,,0.5,,"f_min:同型转移(蛋壳,同型)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA056\s9.png,轻脆,易碎,易碎,FRA056,egg,,0.5,,"f_min:同型转移(蛋壳,同型)(0.5N,两指合力) | f_max:无实测"
轻脆\FRA057\s0.png,轻脆,易碎,易碎,FRA057,brittle_stationery,,,,f_min:无实测 | f_max:无实测
轻脆\FRA057\s1.png,轻脆,易碎,易碎,FRA057,brittle_stationery,,,,f_min:无实测 | f_max:无实测
轻脆\FRA057\s10.png,轻脆,易碎,易碎,FRA057,brittle_stationery,,,,f_min:无实测 | f_max:无实测
轻脆\FRA057\s11.png,轻脆,易碎,易碎,FRA057,brittle_stationery,,,,f_min:无实测 | f_max:无实测
轻脆\FRA057\s12.png,轻脆,易碎,易碎,FRA057,brittle_stationery,,,,f_min:无实测 | f_max:无实测
轻脆\FRA057\s13.png,轻脆,易碎,易碎,FRA057,brittle_stationery,,,,f_min:无实测 | f_max:无实测
轻脆\FRA057\s14.png,轻脆,易碎,易碎,FRA057,brittle_stationery,,,,f_min:无实测 | f_max:无实测
轻脆\FRA057\s2.png,轻脆,易碎,易碎,FRA057,brittle_stationery,,,,f_min:无实测 | f_max:无实测
轻脆\FRA057\s3.png,轻脆,易碎,易碎,FRA057,brittle_stationery,,,,f_min:无实测 | f_max:无实测
轻脆\FRA057\s4.png,轻脆,易碎,易碎,FRA057,brittle_stationery,,,,f_min:无实测 | f_max:无实测
轻脆\FRA057\s5.png,轻脆,易碎,易碎,FRA057,brittle_stationery,,,,f_min:无实测 | f_max:无实测
轻脆\FRA057\s6.png,轻脆,易碎,易碎,FRA057,brittle_stationery,,,,f_min:无实测 | f_max:无实测
轻脆\FRA057\s7.png,轻脆,易碎,易碎,FRA057,brittle_stationery,,,,f_min:无实测 | f_max:无实测
轻脆\FRA057\s8.png,轻脆,易碎,易碎,FRA057,brittle_stationery,,,,f_min:无实测 | f_max:无实测
轻脆\FRA057\s9.png,轻脆,易碎,易碎,FRA057,brittle_stationery,,,,f_min:无实测 | f_max:无实测
轻脆\FRA067\s0.png,轻脆,易碎,易碎,FRA067,wafer_cone,,,,f_min:无实测 | f_max:无实测
轻脆\FRA067\s1.png,轻脆,易碎,易碎,FRA067,wafer_cone,,,,f_min:无实测 | f_max:无实测
轻脆\FRA067\s10.png,轻脆,易碎,易碎,FRA067,wafer_cone,,,,f_min:无实测 | f_max:无实测
轻脆\FRA067\s11.png,轻脆,易碎,易碎,FRA067,wafer_cone,,,,f_min:无实测 | f_max:无实测
轻脆\FRA067\s12.png,轻脆,易碎,易碎,FRA067,wafer_cone,,,,f_min:无实测 | f_max:无实测
轻脆\FRA067\s13.png,轻脆,易碎,易碎,FRA067,wafer_cone,,,,f_min:无实测 | f_max:无实测
轻脆\FRA067\s14.png,轻脆,易碎,易碎,FRA067,wafer_cone,,,,f_min:无实测 | f_max:无实测
轻脆\FRA067\s2.png,轻脆,易碎,易碎,FRA067,wafer_cone,,,,f_min:无实测 | f_max:无实测
轻脆\FRA067\s3.png,轻脆,易碎,易碎,FRA067,wafer_cone,,,,f_min:无实测 | f_max:无实测
轻脆\FRA067\s4.png,轻脆,易碎,易碎,FRA067,wafer_cone,,,,f_min:无实测 | f_max:无实测
轻脆\FRA067\s5.png,轻脆,易碎,易碎,FRA067,wafer_cone,,,,f_min:无实测 | f_max:无实测
轻脆\FRA067\s6.png,轻脆,易碎,易碎,FRA067,wafer_cone,,,,f_min:无实测 | f_max:无实测
轻脆\FRA067\s7.png,轻脆,易碎,易碎,FRA067,wafer_cone,,,,f_min:无实测 | f_max:无实测
轻脆\FRA067\s8.png,轻脆,易碎,易碎,FRA067,wafer_cone,,,,f_min:无实测 | f_max:无实测
轻脆\FRA067\s9.png,轻脆,易碎,易碎,FRA067,wafer_cone,,,,f_min:无实测 | f_max:无实测
轻脆\FRA068\s0.png,轻脆,易碎,易碎,FRA068,gingerbread,,,,f_min:无实测 | f_max:无实测
轻脆\FRA068\s1.png,轻脆,易碎,易碎,FRA068,gingerbread,,,,f_min:无实测 | f_max:无实测
轻脆\FRA068\s10.png,轻脆,易碎,易碎,FRA068,gingerbread,,,,f_min:无实测 | f_max:无实测
轻脆\FRA068\s11.png,轻脆,易碎,易碎,FRA068,gingerbread,,,,f_min:无实测 | f_max:无实测
轻脆\FRA068\s12.png,轻脆,易碎,易碎,FRA068,gingerbread,,,,f_min:无实测 | f_max:无实测
轻脆\FRA068\s13.png,轻脆,易碎,易碎,FRA068,gingerbread,,,,f_min:无实测 | f_max:无实测
轻脆\FRA068\s14.png,轻脆,易碎,易碎,FRA068,gingerbread,,,,f_min:无实测 | f_max:无实测
轻脆\FRA068\s2.png,轻脆,易碎,易碎,FRA068,gingerbread,,,,f_min:无实测 | f_max:无实测
轻脆\FRA068\s3.png,轻脆,易碎,易碎,FRA068,gingerbread,,,,f_min:无实测 | f_max:无实测
轻脆\FRA068\s4.png,轻脆,易碎,易碎,FRA068,gingerbread,,,,f_min:无实测 | f_max:无实测
轻脆\FRA068\s5.png,轻脆,易碎,易碎,FRA068,gingerbread,,,,f_min:无实测 | f_max:无实测
轻脆\FRA068\s6.png,轻脆,易碎,易碎,FRA068,gingerbread,,,,f_min:无实测 | f_max:无实测
轻脆\FRA068\s7.png,轻脆,易碎,易碎,FRA068,gingerbread,,,,f_min:无实测 | f_max:无实测
轻脆\FRA068\s8.png,轻脆,易碎,易碎,FRA068,gingerbread,,,,f_min:无实测 | f_max:无实测
轻脆\FRA068\s9.png,轻脆,易碎,易碎,FRA068,gingerbread,,,,f_min:无实测 | f_max:无实测
轻脆\FRA069\s0.png,轻脆,易碎,易碎,FRA069,grissini,,,,f_min:无实测 | f_max:无实测
轻脆\FRA069\s1.png,轻脆,易碎,易碎,FRA069,grissini,,,,f_min:无实测 | f_max:无实测
轻脆\FRA069\s10.png,轻脆,易碎,易碎,FRA069,grissini,,,,f_min:无实测 | f_max:无实测
轻脆\FRA069\s11.png,轻脆,易碎,易碎,FRA069,grissini,,,,f_min:无实测 | f_max:无实测
轻脆\FRA069\s12.png,轻脆,易碎,易碎,FRA069,grissini,,,,f_min:无实测 | f_max:无实测
轻脆\FRA069\s13.png,轻脆,易碎,易碎,FRA069,grissini,,,,f_min:无实测 | f_max:无实测
轻脆\FRA069\s14.png,轻脆,易碎,易碎,FRA069,grissini,,,,f_min:无实测 | f_max:无实测
轻脆\FRA069\s2.png,轻脆,易碎,易碎,FRA069,grissini,,,,f_min:无实测 | f_max:无实测
轻脆\FRA069\s3.png,轻脆,易碎,易碎,FRA069,grissini,,,,f_min:无实测 | f_max:无实测
轻脆\FRA069\s4.png,轻脆,易碎,易碎,FRA069,grissini,,,,f_min:无实测 | f_max:无实测
轻脆\FRA069\s5.png,轻脆,易碎,易碎,FRA069,grissini,,,,f_min:无实测 | f_max:无实测
轻脆\FRA069\s6.png,轻脆,易碎,易碎,FRA069,grissini,,,,f_min:无实测 | f_max:无实测
轻脆\FRA069\s7.png,轻脆,易碎,易碎,FRA069,grissini,,,,f_min:无实测 | f_max:无实测
轻脆\FRA069\s8.png,轻脆,易碎,易碎,FRA069,grissini,,,,f_min:无实测 | f_max:无实测
轻脆\FRA069\s9.png,轻脆,易碎,易碎,FRA069,grissini,,,,f_min:无实测 | f_max:无实测
轻脆\FRA070\s0.png,轻脆,易碎,易碎,FRA070,rice_cracker,,,,f_min:无实测 | f_max:无实测
轻脆\FRA070\s1.png,轻脆,易碎,易碎,FRA070,rice_cracker,,,,f_min:无实测 | f_max:无实测
轻脆\FRA070\s10.png,轻脆,易碎,易碎,FRA070,rice_cracker,,,,f_min:无实测 | f_max:无实测
轻脆\FRA070\s11.png,轻脆,易碎,易碎,FRA070,rice_cracker,,,,f_min:无实测 | f_max:无实测
轻脆\FRA070\s12.png,轻脆,易碎,易碎,FRA070,rice_cracker,,,,f_min:无实测 | f_max:无实测
轻脆\FRA070\s13.png,轻脆,易碎,易碎,FRA070,rice_cracker,,,,f_min:无实测 | f_max:无实测
轻脆\FRA070\s14.png,轻脆,易碎,易碎,FRA070,rice_cracker,,,,f_min:无实测 | f_max:无实测
轻脆\FRA070\s2.png,轻脆,易碎,易碎,FRA070,rice_cracker,,,,f_min:无实测 | f_max:无实测
轻脆\FRA070\s3.png,轻脆,易碎,易碎,FRA070,rice_cracker,,,,f_min:无实测 | f_max:无实测
轻脆\FRA070\s4.png,轻脆,易碎,易碎,FRA070,rice_cracker,,,,f_min:无实测 | f_max:无实测
轻脆\FRA070\s5.png,轻脆,易碎,易碎,FRA070,rice_cracker,,,,f_min:无实测 | f_max:无实测
轻脆\FRA070\s6.png,轻脆,易碎,易碎,FRA070,rice_cracker,,,,f_min:无实测 | f_max:无实测
轻脆\FRA070\s7.png,轻脆,易碎,易碎,FRA070,rice_cracker,,,,f_min:无实测 | f_max:无实测
轻脆\FRA070\s8.png,轻脆,易碎,易碎,FRA070,rice_cracker,,,,f_min:无实测 | f_max:无实测
轻脆\FRA070\s9.png,轻脆,易碎,易碎,FRA070,rice_cracker,,,,f_min:无实测 | f_max:无实测
重脆\E008\Blueberry_jam_jar_Empty.png,重脆,易碎,易碎,E008,glass_bottle,,0.75,,"f_min:ExpForce本物实测(0.75N,两指合力) | f_max:无实测"
重脆\E008\s1.png,重脆,易碎,易碎,E008,glass_bottle,,0.75,,"f_min:ExpForce本物实测(0.75N,两指合力) | f_max:无实测"
重脆\E008\s10.png,重脆,易碎,易碎,E008,glass_bottle,,0.75,,"f_min:ExpForce本物实测(0.75N,两指合力) | f_max:无实测"
重脆\E008\s11.png,重脆,易碎,易碎,E008,glass_bottle,,0.75,,"f_min:ExpForce本物实测(0.75N,两指合力) | f_max:无实测"
重脆\E008\s12.png,重脆,易碎,易碎,E008,glass_bottle,,0.75,,"f_min:ExpForce本物实测(0.75N,两指合力) | f_max:无实测"
重脆\E008\s13.png,重脆,易碎,易碎,E008,glass_bottle,,0.75,,"f_min:ExpForce本物实测(0.75N,两指合力) | f_max:无实测"
重脆\E008\s14.png,重脆,易碎,易碎,E008,glass_bottle,,0.75,,"f_min:ExpForce本物实测(0.75N,两指合力) | f_max:无实测"
重脆\E008\s2.png,重脆,易碎,易碎,E008,glass_bottle,,0.75,,"f_min:ExpForce本物实测(0.75N,两指合力) | f_max:无实测"
重脆\E008\s3.png,重脆,易碎,易碎,E008,glass_bottle,,0.75,,"f_min:ExpForce本物实测(0.75N,两指合力) | f_max:无实测"
重脆\E008\s4.png,重脆,易碎,易碎,E008,glass_bottle,,0.75,,"f_min:ExpForce本物实测(0.75N,两指合力) | f_max:无实测"
重脆\E008\s5.png,重脆,易碎,易碎,E008,glass_bottle,,0.75,,"f_min:ExpForce本物实测(0.75N,两指合力) | f_max:无实测"
重脆\E008\s6.png,重脆,易碎,易碎,E008,glass_bottle,,0.75,,"f_min:ExpForce本物实测(0.75N,两指合力) | f_max:无实测"
重脆\E008\s7.png,重脆,易碎,易碎,E008,glass_bottle,,0.75,,"f_min:ExpForce本物实测(0.75N,两指合力) | f_max:无实测"
重脆\E008\s8.png,重脆,易碎,易碎,E008,glass_bottle,,0.75,,"f_min:ExpForce本物实测(0.75N,两指合力) | f_max:无实测"
重脆\E008\s9.png,重脆,易碎,易碎,E008,glass_bottle,,0.75,,"f_min:ExpForce本物实测(0.75N,两指合力) | f_max:无实测"
重脆\E041\Glass_whiskey_cup.png,重脆,易碎,易碎,E041,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E041\s1.png,重脆,易碎,易碎,E041,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E041\s10.png,重脆,易碎,易碎,E041,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E041\s11.png,重脆,易碎,易碎,E041,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E041\s12.png,重脆,易碎,易碎,E041,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E041\s13.png,重脆,易碎,易碎,E041,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E041\s14.png,重脆,易碎,易碎,E041,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E041\s2.png,重脆,易碎,易碎,E041,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E041\s3.png,重脆,易碎,易碎,E041,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E041\s4.png,重脆,易碎,易碎,E041,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E041\s5.png,重脆,易碎,易碎,E041,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E041\s6.png,重脆,易碎,易碎,E041,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E041\s7.png,重脆,易碎,易碎,E041,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E041\s8.png,重脆,易碎,易碎,E041,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E041\s9.png,重脆,易碎,易碎,E041,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E108\Glass_Coca-Cola_bottle.png,重脆,易碎,易碎,E108,glass_bottle,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
重脆\E108\s1.png,重脆,易碎,易碎,E108,glass_bottle,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
重脆\E108\s10.png,重脆,易碎,易碎,E108,glass_bottle,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
重脆\E108\s12.png,重脆,易碎,易碎,E108,glass_bottle,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
重脆\E108\s13.png,重脆,易碎,易碎,E108,glass_bottle,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
重脆\E108\s14.png,重脆,易碎,易碎,E108,glass_bottle,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
重脆\E108\s15.png,重脆,易碎,易碎,E108,glass_bottle,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
重脆\E108\s16.png,重脆,易碎,易碎,E108,glass_bottle,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
重脆\E108\s17.png,重脆,易碎,易碎,E108,glass_bottle,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
重脆\E108\s2.png,重脆,易碎,易碎,E108,glass_bottle,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
重脆\E108\s3.png,重脆,易碎,易碎,E108,glass_bottle,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
重脆\E108\s4.png,重脆,易碎,易碎,E108,glass_bottle,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
重脆\E108\s5.png,重脆,易碎,易碎,E108,glass_bottle,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
重脆\E108\s6.png,重脆,易碎,易碎,E108,glass_bottle,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
重脆\E108\s8.png,重脆,易碎,易碎,E108,glass_bottle,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
重脆\E116\Glass_tumbler.png,重脆,易碎,易碎,E116,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E116\s1.png,重脆,易碎,易碎,E116,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E116\s10.png,重脆,易碎,易碎,E116,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E116\s11.png,重脆,易碎,易碎,E116,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E116\s12.png,重脆,易碎,易碎,E116,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E116\s14.png,重脆,易碎,易碎,E116,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E116\s15.png,重脆,易碎,易碎,E116,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E116\s2.png,重脆,易碎,易碎,E116,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E116\s3.png,重脆,易碎,易碎,E116,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E116\s4.png,重脆,易碎,易碎,E116,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E116\s5.png,重脆,易碎,易碎,E116,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E116\s6.png,重脆,易碎,易碎,E116,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E116\s7.png,重脆,易碎,易碎,E116,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E116\s8.png,重脆,易碎,易碎,E116,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E116\s9.png,重脆,易碎,易碎,E116,glass_cup,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
重脆\E117\Margarita_glass.png,重脆,易碎,易碎,E117,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E117\s1.png,重脆,易碎,易碎,E117,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E117\s10.png,重脆,易碎,易碎,E117,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E117\s11.png,重脆,易碎,易碎,E117,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E117\s12.png,重脆,易碎,易碎,E117,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E117\s13.png,重脆,易碎,易碎,E117,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E117\s14.png,重脆,易碎,易碎,E117,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E117\s2.png,重脆,易碎,易碎,E117,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E117\s3.png,重脆,易碎,易碎,E117,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E117\s4.png,重脆,易碎,易碎,E117,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E117\s5.png,重脆,易碎,易碎,E117,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E117\s6.png,重脆,易碎,易碎,E117,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E117\s7.png,重脆,易碎,易碎,E117,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E117\s8.png,重脆,易碎,易碎,E117,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E117\s9.png,重脆,易碎,易碎,E117,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E118\Champagne_glass.png,重脆,易碎,易碎,E118,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E118\s1.png,重脆,易碎,易碎,E118,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E118\s10.png,重脆,易碎,易碎,E118,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E118\s11.png,重脆,易碎,易碎,E118,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E118\s12.png,重脆,易碎,易碎,E118,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E118\s13.png,重脆,易碎,易碎,E118,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E118\s14.png,重脆,易碎,易碎,E118,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E118\s2.png,重脆,易碎,易碎,E118,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E118\s3.png,重脆,易碎,易碎,E118,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E118\s4.png,重脆,易碎,易碎,E118,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E118\s5.png,重脆,易碎,易碎,E118,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E118\s6.png,重脆,易碎,易碎,E118,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E118\s7.png,重脆,易碎,易碎,E118,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
重脆\E118\s8.png,重脆,易碎,易碎,E118,glass_stemware,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
