object_id,object_name,category,mass_g,f_min_value,f_min_unit,f_min_semantics,f_min_single_finger_N,max_safe_force_N,safe_range_N,force_total_or_single,measurement_protocol,trial_count,trial_values,selected_value,gripper_model,sensor_model,calibration_id,unit,image_file,data_source,notes
E037,White chocolate candy ball,刚体,10.0,0.25,N,total_two_finger_normal,0.125,1.25,1.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,White_chocolate_candy_ball.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E038,Pocky snack box (Long-edge orientation),刚体,88.0,1.0,N,total_two_finger_normal,0.500,5.0,4.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Pocky_snack_box_Long-edge_orientation.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E039,Oreo Thin cookie pack,柔性,7.0,0.25,N,total_two_finger_normal,0.125,0.75,0.5,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Oreo_Thin_cookie_pack.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E040,Single Pringles potato chip,易碎,2.0,0.25,N,total_two_finger_normal,0.125,0.5,0.25,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Single_Pringles_potato_chip.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=2.0"
E041,Glass whiskey cup,易碎,278.0,1.5,N,total_two_finger_normal,0.750,3.0,1.5,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Glass_whiskey_cup.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=2.0"
E042,H-E-B Texas steak seasoning,刚体,181.0,1.0,N,total_two_finger_normal,0.500,5.0,4.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,H-E-B_Texas_steak_seasoning.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E043,7UP Tropical soda (zero),刚体,373.0,2.0,N,total_two_finger_normal,1.000,10.0,8.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,7UP_Tropical_soda_zero.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E044,Diet Coke can,刚体,370.0,2.0,N,total_two_finger_normal,1.000,10.0,8.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Diet_Coke_can.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E045,Pringles can (side orientation),刚体,134.0,3.0,N,total_two_finger_normal,1.500,15.0,12.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Pringles_can_side_orientation.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E046,Sweet bean paste (regular),刚体,338.0,2.0,N,total_two_finger_normal,1.000,10.0,8.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Sweet_bean_paste_regular.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E047,Protein shaker bottle,刚体,130.0,2.0,N,total_two_finger_normal,1.000,10.0,8.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Protein_shaker_bottle.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E048,Marshmallow 2 (regular),柔性,4.0,0.25,N,total_two_finger_normal,0.125,0.75,0.5,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Marshmallow_2_regular.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E049,Marshmallow 3 (regular),柔性,6.0,0.25,N,total_two_finger_normal,0.125,0.75,0.5,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Marshmallow_3_regular.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E050,TV remote control,刚体,91.0,1.0,N,total_two_finger_normal,0.500,5.0,4.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,TV_remote_control.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E051,5V power adapter,刚体,51.0,1.0,N,total_two_finger_normal,0.500,5.0,4.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,5V_power_adapter.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E052,Magic tape roll,刚体,33.0,2.0,N,total_two_finger_normal,1.000,10.0,8.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Magic_tape_roll.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E053,Peeler,刚体,36.0,5.0,N,total_two_finger_normal,2.500,25.0,20.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Peeler.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E054,Skippy creamy peanut butter,刚体,508.0,1.75,N,total_two_finger_normal,0.875,8.75,7.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Skippy_creamy_peanut_butter.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E055,Goodbye Stress gummies (42 count),刚体,150.0,0.75,N,total_two_finger_normal,0.375,3.75,3.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Goodbye_Stress_gummies_42_count.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E056,Banana,柔性,206.0,1.0,N,total_two_finger_normal,0.500,3.0,2.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Banana.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E057,Barbasol shaving cream (aloe),刚体,279.0,1.0,N,total_two_finger_normal,0.500,5.0,4.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Barbasol_shaving_cream_aloe.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E058,Sticky lint roller,刚体,99.0,1.25,N,total_two_finger_normal,0.625,6.25,5.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Sticky_lint_roller.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E059,Crest 3D White toothpaste (box),刚体,127.0,2.0,N,total_two_finger_normal,1.000,10.0,8.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Crest_3D_White_toothpaste_box.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E060,Large brown egg,易碎,64.0,0.5,N,total_two_finger_normal,0.250,1.0,0.5,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Large_brown_egg.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=2.0"
E061,Large white egg,易碎,62.0,0.5,N,total_two_finger_normal,0.250,1.0,0.5,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Large_white_egg.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=2.0"
E062,Olly? Sleep Melatonin Gummies,刚体,286.0,3.0,N,total_two_finger_normal,1.500,15.0,12.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Olly_Sleep_Melatonin_Gummies.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E063,Gatsby hair wax,刚体,112.0,1.25,N,total_two_finger_normal,0.625,6.25,5.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Gatsby_hair_wax.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E064,Green pear,柔性,237.0,1.5,N,total_two_finger_normal,0.750,4.5,3.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Green_pear.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E065,Large lemon,柔性,181.0,0.75,N,total_two_finger_normal,0.375,2.25,1.5,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Large_lemon.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E066,Golden apple,柔性,238.0,1.5,N,total_two_finger_normal,0.750,4.5,3.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Golden_apple.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E067,Red apple 1,柔性,231.0,1.5,N,total_two_finger_normal,0.750,4.5,3.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Red_apple_1.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E068,Green apple,柔性,282.0,1.5,N,total_two_finger_normal,0.750,4.5,3.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Green_apple.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E069,Red apple 2 (large),柔性,387.0,2.0,N,total_two_finger_normal,1.000,6.0,4.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Red_apple_2_large.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E070,Mini bell pepper 1,柔性,23.0,0.5,N,total_two_finger_normal,0.250,1.5,1.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Mini_bell_pepper_1.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E071,Mini bell pepper 2,柔性,17.0,0.5,N,total_two_finger_normal,0.250,1.5,1.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Mini_bell_pepper_2.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E072,Mini bell pepper 3,柔性,15.0,0.5,N,total_two_finger_normal,0.250,1.5,1.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Mini_bell_pepper_3.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
